,0,1
0,"('63 DR-REGO PARK', 'MR')",87428.0
1,"('59 ST COLUMBUS', 'ABCD1')",253406.0
2,"('28 ST', 'NR')",59834.0
3,"('167 ST', '4')",52925.0
4,"('NORWOOD 205 ST', 'D')",48007.0
5,"('VAN SICLEN AVE', 'C')",17590.0
6,"('WOODHAVEN BLVD', 'MR')",125405.0
7,"('1 AV', 'L')",102087.0
8,"('VAN SICLEN AV', 'JZ')",16891.0
9,"('161/YANKEE STAD', 'BD4')",64769.0
10,"('80 ST', 'A')",22456.0
11,"('BROAD CHANNEL', 'AS')",1665.0
12,"('JAMAICA VAN WK', 'E')",26029.0
13,"('MONTROSE AV', 'L')",38029.0
14,"('8 ST-NYU', 'NR')",76161.0
15,"('59 ST', 'NQR456')",81795.0
16,"('167 ST', 'BD')",55980.0
17,"('YORK ST', 'F')",48466.0
18,"('6 AV', 'FLM123')",2314.0
19,"('PELHAM PKWY', '25')",53637.0
20,"('CENTRAL PK N110', '23')",53376.0
21,"('121 ST', 'JZ')",12942.0
22,"('GRAND ST', 'BD')",128790.0
23,"('BEACH 98 ST', 'AS')",6203.0
24,"('21 ST', 'G')",8218.0
25,"('KINGS HWY', 'F')",25925.0
26,"('RECTOR ST', 'R')",30742.0
27,"('79 ST', 'D')",37386.0
28,"('CANARSIE-ROCKAW', 'L')",68168.0
29,"('E 180 ST', '25')",46537.0
30,"('23 ST', 'CE')",93412.0
31,"('190 ST', 'A')",27847.0
32,"('82 ST-JACKSON H', '7')",86143.0
33,"('ELDER AV', '6')",36172.0
34,"('SOUTH FERRY', '1R')",69177.0
35,"('21 ST-QNSBRIDGE', 'F')",44151.0
36,"('219 ST', '25')",18569.0
37,"('9TH STREET', '1')",21911.0
38,"('ST LAWRENCE AV', '6')",20792.0
39,"('GUN HILL RD', '25')",42259.0
40,"('FOREST AVE', 'M')",22045.0
41,"('W 4 ST-WASH SQ', 'ABCDEFM')",188330.0
42,"('125 ST', 'ACBD')",149510.0
43,"('14 ST', '123FLM')",84366.0
44,"('KEW GARDENS', 'EF')",131438.0
45,"('14TH STREET', '1')",40760.0
46,"('AVENUE P', 'F')",16325.0
47,"('DEKALB AV', 'BDNQR')",84752.0
48,"('51 ST', '6')",96439.0
49,"('111 ST', 'A')",11922.0
50,"('FT HAMILTON PKY', 'D')",24163.0
51,"('88 ST', 'A')",15161.0
52,"('LORIMER ST', 'LG')",31946.0
53,"('COURT SQ-23 ST', 'EMG')",37280.0
54,"('155 ST', 'BD')",22240.0
55,"('BRONX PARK EAST', '25')",15484.0
56,"('ATL AV-BARCLAY', 'BDNQR2345')",133338.0
57,"('BROOKLYN BRIDGE', '456JZ')",79116.0
58,"('NEWARK HM HE', '1')",7130.0
59,"('ROCKAWAY AV', 'C')",19333.0
60,"('KINGS HWY', 'BQ')",94586.0
61,"('14 ST', 'ACEL')",94130.0
62,"('75 AV', 'EF')",18187.0
63,"('GRAHAM AV', 'L')",52380.0
64,"('EAST 105 ST', 'L')",20696.0
65,"('INTERVALE AV', '25')",18237.0
66,"('UNION ST', 'R')",31058.0
67,"('MORRIS PARK', '5')",9884.0
68,"('EASTCHSTER/DYRE', '5')",19039.0
69,"('3 AV 138 ST', '6')",42759.0
70,"('MT EDEN AV', '4')",30161.0
71,"('CHAUNCEY ST', 'JZ')",18912.0
72,"('161/YANKEE STAD', '4BD')",50334.0
73,"('HOYT ST', '23')",37157.0
74,"('BAY 50 ST', 'D')",17141.0
75,"('CHURCH AV', 'BQ')",65998.0
76,"('7 AV', 'BQ')",36356.0
77,"('GRAND-NEWTOWN', 'MR')",77944.0
78,"('50 ST', 'CE')",17426.0
79,"('BURKE AV', '25')",19045.0
80,"('FT HAMILTON PKY', 'N')",9469.0
81,"('GRAND ARMY PLAZ', '23')",43126.0
82,"('FULTON ST', '2345ACJZ')",221129.0
83,"('NEVINS ST', '2345')",48315.0
84,"('BEACH 90 ST', 'AS')",9386.0
85,"('LEXINGTON AV/53', 'EM6')",172977.0
86,"('23 ST', 'FM')",97360.0
87,"('PROSPECT AV', '25')",42855.0
88,"('AVENUE H', 'BQ')",11382.0
89,"('CYPRESS AV', '6')",22213.0
90,"('BEACH 36 ST', 'A')",5363.0
91,"('AVENUE M', 'BQ')",24554.0
92,"('ASTOR PL', '6')",72629.0
93,"('FORDHAM RD', '4')",63137.0
94,"('AQUEDUCT RACETR', 'A')",9704.0
95,"('86 ST', '456')",315848.0
96,"('68ST-HUNTER CO', '6')",148817.0
97,"('EXCHANGE PLACE', '1')",76448.0
98,"('SPRING ST', '6')",55192.0
99,"('65 ST', 'MR')",21334.0
100,"('CHURCH AV', 'FG')",58977.0
101,"('69 ST', '7')",28871.0
102,"('86 ST', '1')",101254.0
103,"('ROCKAWAY PARK B', 'AS')",6203.0
104,"('ASTORIA DITMARS', 'NQ')",89376.0
105,"('CHAMBERS ST', 'ACE23')",157697.0
106,"('7 AV', 'BDE')",80070.0
107,"('PROSPECT PARK', 'BQS')",47280.0
108,"('KNICKERBOCKER', 'M')",21629.0
109,"('LAFAYETTE AV', 'C')",27740.0
110,"('LORIMER ST', 'JM')",24358.0
111,"('AVENUE U', 'BQ')",37953.0
112,"('BOTANIC GARDEN', 'S2345')",8651.0
