,0,1
0,"('170 ST', '4')",54544.0
1,"('155 ST', 'C')",16734.0
2,"('53 ST', 'R')",43222.0
3,"('NEREID AV', '25')",21859.0
4,"('MARBLE HILL-225', '1')",32463.0
5,"('67 AV', 'MR')",54980.0
6,"('45 ST', 'R')",23060.0
7,"('JUNCTION BLVD', '7')",132344.0
8,"('KINGS HWY', 'F')",26749.0
9,"('FOREST HILLS 71', 'EFMR')",115261228.0
10,"('BOROUGH HALL', 'R2345')",12602.0
11,"('238 ST', '1')",25951.0
12,"('EAST 105 ST', 'L')",19826.0
13,"('ALLERTON AV', '25')",32591.0
14,"('BEACH 90 ST', 'AS')",4766.0
15,"('BOWLING GREEN', '45')",175253.0
16,"('65 ST', 'MR')",23846.0
17,"('CARROLL ST', 'FG')",69481.0
18,"('RECTOR ST', '1')",66956742.0
19,"('ATL AV-BARCLAY', '2345BDNQR')",114750.0
20,"('METROPOLITAN AV', 'M')",15708.0
21,"('34 ST-HERALD SQ', 'BDFMNQR')",588916.0
22,"('CRESCENT ST', 'JZ')",29609.0
23,"('METS-WILLETS PT', '7')",41934.0
24,"('CHURCH AV', '25')",57367.0
25,"('TREMONT AV', 'BD')",58843.0
26,"('AVENUE P', 'F')",17463.0
27,"('STERLING ST', '25')",33424.0
28,"('W 4 ST-WASH SQ', 'ABCDEFM')",218821.0
29,"('8 ST-NYU', 'NR')",87870.0
30,"('21 ST', 'G')",9423.0
31,"('FRESH POND RD', 'M')",35264.0
32,"('86 ST', 'BC')",65249.0
33,"('LAFAYETTE AV', 'C')",26968.0
34,"('HEWES ST', 'JM')",16571.0
35,"('CENTRAL AV', 'M')",22254.0
36,"('CHRISTOPHER ST', '1')",74351.0
37,"('CLINTON-WASH AV', 'C')",24763.0
38,"('NORTHERN BLVD', 'MR')",44814.0
39,"('PAVONIA/NEWPORT', '1')",95756.0
40,"('VAN SICLEN AV', 'JZ')",17930.0
41,"('FRANKLIN AV', 'ACS')",35159.0
42,"('PARSONS BLVD', 'F')",38476.0
43,"('DEKALB AV', 'BDNQR')",102198.0
44,"('36 ST', 'DNR')",82503.0
45,"('CHAMBERS ST', 'JZ456')",59453.0
46,"('ASTORIA BLVD', 'NQ')",70687.0
47,"('NOSTRAND AV', 'AC')",106629.0
48,"('CITY / BUS', '1')",89658.0
49,"('BERGEN ST', 'FG')",69456.0
50,"('JKSN HT-ROOSVLT', 'EFMR7')",285511.0
51,"('ST LAWRENCE AV', '6')",24133.0
52,"('ALABAMA AV', 'J')",15378.0
53,"('EAST BROADWAY', 'F')",86800.0
54,"('AVENUE U', 'BQ')",44512.0
55,"('BOROUGH HALL', '2345R')",190616.0
56,"('86 ST', '1')",115574.0
57,"('169 ST', 'F')",52559.0
58,"('WALL ST', '45')",123717.0
59,"('MYRTLE-WYCKOFF', 'LM')",125459.0
60,"('170 ST', 'BD')",43111.0
61,"('42 ST-PORT AUTH', 'ACENQRS1237')",363210.0
62,"('MIDDLETOWN RD', '6')",10230.0
63,"('FT HAMILTON PKY', 'N')",9795.0
64,"('68ST-HUNTER CO', '6')",200088.0
65,"('W 8 ST-AQUARIUM', 'FQ')",12403.0
66,"('BOWERY', 'JZ')",16795.0
67,"('TIMES SQ-42 ST', '1237ACENQRS')",382622.0
68,"('VAN SICLEN AV', '3')",34447.0
69,"('LIBERTY AV', 'C')",18372.0
70,"('LORIMER ST', 'LG')",36769.0
71,"('CYPRESS HILLS', 'J')",8784.0
72,"('7 AV', 'BDE')",93675.0
73,"('ATL AV-BARCLAY', 'BDNQR2345')",-5640622.0
74,"('96 ST', '123')",231396.0
75,"('AVENUE U', 'N')",8736.0
76,"('JACKSON AV', '25')",32829.0
77,"('TIMES SQ-42 ST', 'ACENQRS1237')",64126.0
78,"('111 ST', '7')",67993.0
79,"('WAKEFIELD/241', '2')",30257.0
80,"('NEWARK HM HE', '1')",16828.0
81,"('14 ST-UNION SQ', '456LNQR')",177801.0
82,"('145 ST', 'ABCD')",140944.0
83,"('3 AV', 'L')",34176.0
84,"('PATH WTC', '1')",197458.0
