,0,1
0,"('207 ST', '1')",37587.0
1,"('HARRISON', '1')",38409.0
2,"('7 AV', 'FG')",71250.0
3,"('ROCKAWAY AV', 'C')",33748.0
4,"('PROSPECT AV', '25')",42349.0
5,"('GRAND-NEWTOWN', 'MR')",82696.0
6,"('KINGS HWY', 'BQ')",115788.0
7,"('96 ST', 'BC')",56824.0
8,"('15 ST-PROSPECT', 'FG')",38177.0
9,"('KINGS HWY', 'F')",27449.0
10,"('JEFFERSON ST', 'L')",44403.0
11,"('23 ST', 'CE')",125944.0
12,"('NEW UTRECHT AV', 'ND')",34748.0
13,"('JAY ST-METROTEC', 'ACF')",225284.0
14,"('HALSEY ST', 'J')",39385.0
15,"('FRANKLIN ST', '1')",33279.0
16,"('82 ST-JACKSON H', '7')",89971.0
17,"('103 ST-CORONA', '7')",118899.0
18,"('96 ST', '123')",233148.0
19,"('5 AVE', '7BDFM')",-5921058.0
20,"('FT HAMILTON PKY', 'D')",27110.0
21,"('BEACH 44 ST', 'A')",3847.0
22,"('BAY PKWY', 'D')",48072.0
23,"('145 ST', '1')",58711.0
24,"('HIGH ST', 'AC')",36940.0
25,"('MONTROSE AV', 'L')",40358.0
26,"('FLATBUSH AV-B.C', '25')",90982.0
27,"('81 ST-MUSEUM', 'BC')",84988.0
28,"('CLASSON AV', 'G')",29997.0
29,"('RIT-ROOSEVELT', 'R')",24539.0
30,"('MIDDLETOWN RD', '6')",11523.0
31,"('CANAL ST', 'ACE')",96701.0
32,"('ASTORIA BLVD', 'NQ')",70757.0
33,"(""E 143/ST MARY'S"", '6')",5710.0
34,"('55 ST', 'D')",13230.0
35,"('4AV-9 ST', 'DFGMNR')",54267.0
36,"('DEKALB AV', 'L')",72633.0
37,"('174-175 STS', 'BD')",31764.0
38,"('14 ST', '123FLM')",97364.0
39,"('BEDFORD PK BLVD', 'BD')",44666.0
40,"('PELHAM PKWY', '25')",56598.0
41,"('GUN HILL RD', '5')",29563.0
42,"('JFK JAMAICA CT1', 'E')",47830.0
43,"('57 ST', 'F')",80751.0
44,"('8 AV', 'ACEL')",133063.0
45,"('77 ST', 'R')",33792.0
46,"('CLARK ST', '23')",37708.0
47,"('ST LAWRENCE AV', '6')",24499.0
48,"('CHURCH AV', 'FG')",63212.0
49,"('TIMES SQ-42 ST', 'ACENQRS1237')",64430.0
50,"('59 ST', 'NQR456')",88498.0
51,"('MYRTLE-WYCKOFF', 'LM')",127163.0
52,"('30 AV', 'NQ')",87035.0
