,0,1
0,"('BEDFORD PK BLVD', '4')",36154.0
1,"('ST. GEORGE', '1')",74177.0
2,"('33 ST', '6')",177947.0
3,"('14 ST', 'FLM123')",98166.0
4,"('18 AV', 'F')",22135.0
5,"('46 ST', 'MR')",53313.0
6,"('28 ST', '1')",81345.0
7,"('110 ST', '6')",86453.0
8,"('CENTRAL AV', 'M')",22557.0
9,"('CATHEDRAL PKWY', 'BC')",48827.0
10,"('8 AV', 'N')",94319.0
11,"('CLINTON-WASH AV', 'G')",2192957.0
12,"('JUNCTION BLVD', '7')",134048.0
13,"('104 ST', 'A')",8392.0
14,"('HARLEM 148 ST', '3')",25013.0
15,"('DYCKMAN ST', 'A')",44773.0
16,"('JKSN HT-ROOSVLT', 'EFMR7')",301197.0
17,"('ALABAMA AV', 'J')",15388.0
18,"('BROAD ST', 'JZ')",40407.0
19,"('METROPOLITAN AV', 'M')",15602.0
20,"('21 ST-QNSBRIDGE', 'F')",58719.0
21,"('169 ST', 'F')",53670.0
22,"('LEXINGTON AV/63', 'F')",67406.0
23,"('MOSHOLU PKWY', '4')",54657.0
24,"('RECTOR ST', 'R')",39787.0
25,"('75 AV', 'EF')",19735.0
26,"('18 AV', 'D')",35598.0
27,"('CHRISTOPHER ST', '1')",78277.0
28,"('CANAL ST', 'JNQRZ6')",1718182571.0
29,"('RECTOR ST', '1')",47357.0
30,"('BOROUGH HALL', 'R2345')",13658.0
31,"('SHEPHERD AV', 'C')",20415.0
32,"('36 AV', 'NQ')",44469.0
33,"('JEFFERSON ST', 'L')",45584.0
34,"('SIMPSON ST', '25')",59161.0
35,"('SUTTER AV-RUTLD', '3')",36736.0
36,"('42 ST-PORT AUTH', 'ACENQRS1237')",371309.0
37,"('NEREID AV', '25')",22780.0
38,"('85 ST-FOREST PK', 'J')",24088.0
39,"('42 ST-PORT AUTH', 'ACENGRS1237')",75950.0
40,"('18 AV', 'N')",15997.0
41,"('96 ST', '6')",159092.0
42,"('34 ST-HERALD SQ', 'BDFMNQR')",644809.0
43,"('190 ST', 'A')",31135.0
44,"('INWOOD-207 ST', 'A')",59901.0
45,"('MIDDLETOWN RD', '6')",10426.0
46,"('NORTHERN BLVD', 'MR')",43753.0
47,"('59 ST COLUMBUS', '1ABCD')",86563.0
48,"('MYRTLE AV', 'JMZ')",70972.0
49,"('BRIARWOOD', 'EF')",29439.0
50,"('LONGWOOD AV', '6')",20644.0
51,"('21 ST', 'G')",9191.0
52,"('FRANKLIN AV', 'ACS')",38705.0
53,"('KINGS HWY', 'N')",8968.0
54,"('HARRISON', '1')",44897.0
55,"('JAY ST-METROTEC', 'R')",18505.0
56,"('FULTON ST', 'ACJZ2345')",-7128592.0
