,0,1
87,NEPTUNE AV,8990.0
88,PARKCHESTER,111604.0
89,FOREST AVE,25401.0
90,BEDFORD-NOSTRAN,16828381.0
91,163 ST-AMSTERDM,27596.0
92,EASTN PKWY-MUSM,21317.0
93,SUTTER AV-RUTLD,36736.0
94,104 ST,20257.0
95,BEACH 60 ST,14940.0
96,49 ST,135486.0
97,GRAND-NEWTOWN,82442.0
98,161/YANKEE STAD,156601.0
99,69 ST,29320.0
100,PATH WTC,200934.0
101,ST. GEORGE,74177.0
102,BEACH 36 ST,5711.0
103,FLATBUSH AV-B.C,104628.0
104,NECK RD,26130.0
105,JUNCTION BLVD,134048.0
106,SOUTH FERRY,66521.0
107,18 ST,47042.0
108,GRANT AV,40424.0
109,40 ST LOWERY ST,64663.0
110,KINGSTON-THROOP,36566.0
111,GRAND ARMY PLAZ,30864.0
112,SHEPHERD AV,20415.0
113,KINGSTON AV,29454.0
114,145 ST,227310.0
115,81 ST-MUSEUM,87258.0
116,GRAHAM AV,61860.0
117,BROAD ST,40407.0
118,CLARK ST,41126.0
119,BLEECKER ST,78422.0
120,RALPH AV,34647.0
121,ZEREGA AV,13205.0
122,THIRTY ST,48740.0
123,KNICKERBOCKER,23415.0
124,JAMAICA VAN WK,29611.0
125,110 ST,86453.0
126,7 AV,223119.0
127,GATES AV,40179.0
128,CORTLANDT ST,67321.0
129,CHURCH AV,237515.0
130,CASTLE HILL AV,33402.0
131,111 ST,99830.0
132,NORWOOD 205 ST,53634.0
133,125 ST,383142.0
134,BAYCHESTER AV,24752.0
135,3 AV,34027.0
136,5 AV/53 ST,131552.0
137,BEACH 90 ST,5035.0
138,CLEVELAND ST,21469.0
139,LEXINGTON AV/53,88809.0
140,AVENUE P,15030.0
141,E 143/ST MARY'S,6172.0
142,169 ST,53670.0
143,ALLERTON AV,33126.0
144,BROAD CHANNEL,1790.0
145,GROVE STREET,31980.0
146,TWENTY THIRD ST,50233.0
147,AQUEDUCT RACETR,9495.0
148,KOSCIUSZKO ST,31512.0
149,59 ST COLUMBUS,406189.0
150,HUNTS POINT AV,61433.0
151,PARK PLACE,32249.0
152,CARROLL ST,62862.0
153,57 ST,92174.0
154,85 ST-FOREST PK,24088.0
155,157 ST,68583.0
156,6 AV,2675.0
157,QUEENSBORO PLZ,73941.0
158,FLUSHING AV,72297.0
159,34 ST-HERALD SQ,644809.0
160,46 ST,53313.0
161,NEW UTRECHT AV,35163.0
162,OCEAN PKWY,19866.0
163,FLUSHING-MAIN,355608.0
164,175 ST,80795.0
165,RECTOR ST,87144.0
166,28 ST,274582.0
167,BEACH 25 ST,11942.0
168,34 ST-HUDSON YD,53052.0
169,MONTROSE AV,42162.0
170,25 ST,9574.0
171,OZONE PK LEFFRT,45971.0
172,PELHAM PKWY,77163.0
173,HARLEM 148 ST,25013.0
174,EUCLID AV,49112.0
175,CATHEDRAL PKWY,138001.0
176,MARCY AV,79965.0
177,39 AV,20780.0
178,WOODLAWN,45520.0
179,72 ST,307692.0
180,2 AV,91359.0
181,BURNSIDE AV,66915.0
182,V.CORTLANDT PK,43054.0
183,FRESH POND RD,36421.0
184,ALABAMA AV,15388.0
185,JACKSON AV,35266.0
186,14 ST,309080.0
187,BOWLING GREEN,180508.0
188,LORIMER ST,68405.0
189,BOROUGH HALL,210097.0
190,45 ST,22615.0
191,61 ST WOODSIDE,99902.0
192,182-183 STS,31253.0
193,W 8 ST-AQUARIUM,13706.0
194,PRINCE ST,78635.0
195,ATLANTIC AV,9023.0
196,BEACH 67 ST,14397.0
197,SENECA AVE,16387.0
198,167 ST,120586.0
199,5 AVE,66293.0
200,33 ST-RAWSON ST,-1448272.0
201,14 ST-UNION SQ,588143.0
202,52 ST,39365.0
203,135 ST,127517.0
204,BRIARWOOD,29439.0
205,NEWKIRK PLAZA,67569.0
206,55 ST,12157.0
207,FT HAMILTON PKY,72886.0
208,FULTON ST,-6862199.0
209,WESTCHESTER SQ,32070.0
210,207 ST,38535.0
211,PROSPECT PARK,63347.0
212,183 ST,38802.0
213,67 AV,53777.0
214,LONGWOOD AV,20644.0
215,80 ST,24923.0
216,ROOSEVELT ISLND,40408.0
217,170 ST,100423.0
218,3 AV 138 ST,47695.0
219,WOODHAVEN BLVD,157096.0
220,BEACH 105 ST,1597.0
221,RIT-ROOSEVELT,29595.0
222,BRONX PARK EAST,17385.0
223,B'WAY-LAFAYETTE,137113.0
224,PROSPECT AV,81689.0
225,EAST 105 ST,23221.0
226,DELANCEY/ESSEX,147931.0
227,GREENPOINT AV,47110.0
228,BROADWAY JCT,57781.0
229,215 ST,11849.0
230,219 ST,20665.0
231,66 ST-LINCOLN,142248.0
232,NOSTRAND AV,125672.0
233,PARKSIDE AV,35343.0
234,75 ST-ELDERTS,23045.0
235,MORISN AV/SNDVW,36976.0
236,SMITH-9 ST,26564.0
237,CHRISTOPHER ST,78277.0
238,LIVONIA AV,20588.0
239,5 AV/59 ST,117459.0
240,1 AV,126159.0
241,MYRTLE-WYCKOFF,119452.0
242,BERGEN ST,82885.0
243,COURT SQ-23 ST,41839.0
244,CANARSIE-ROCKAW,76327.0
245,NEW LOTS,31586.0
246,149/GRAND CONC,82066.0
247,CYPRESS AV,24221.0
248,79 ST,141561.0
249,BUSHWICK AV,16009.0
250,CONEY IS-STILLW,87365.0
251,42 ST-PORT AUTH,447259.0
252,RIT-MANHATTAN,27741.0
253,DEKALB AV,179155.0
254,VERNON-JACKSON,93604.0
255,AVENUE U,70920.0
256,WALL ST,276971.0
257,30 AV,90529.0
258,WAKEFIELD/241,32384.0
259,138/GRAND CONC,19777.0
260,WINTHROP ST,41813.0
261,HOUSTON ST,81376.0
262,ROCKAWAY BLVD,44354.0
263,BUHRE AV,17636.0
264,VAN SICLEN AVE,19519.0
265,ROCKAWAY AV,77071.0
266,ASTORIA BLVD,73535.0
267,CANAL ST,1718289806.0
268,TREMONT AV,60685.0
269,QUEENS PLAZA,61995.0
270,CENTRAL PK N110,61108.0
271,HOYT-SCHER,55155.0
272,NEWARK C,15186.0
273,AQUEDUCT N.COND,6225.0
274,MORRIS PARK,13905.0
275,231 ST,57728.0
276,21 ST,9191.0
277,NEWARK HM HE,10857.0
278,NORTHERN BLVD,43753.0
279,BROOKLYN BRIDGE,-3971296.0
280,JKSN HT-ROOSVLT,301197.0
281,NEVINS ST,55749.0
282,34 ST-PENN STA,950346.0
283,WHITLOCK AV,10653.0
284,CHAUNCEY ST,22545.0
285,PRESIDENT ST,23998.0
286,WEST FARMS SQ,47989.0
287,SUTTER AV,28084.0
288,CITY HALL,37345.0
289,ST LAWRENCE AV,24380.0
290,CORTELYOU RD,40202.0
291,E 180 ST,45564.0
292,CLASSON AV,28432.0
293,FORDHAM RD,140740.0
294,15 ST-PROSPECT,38572.0
295,PAVONIA/NEWPORT,109007.0
296,90 ST-ELMHURST,103292.0
297,STEINWAY ST,77836.0
298,FOREST HILLS 71,170105.0
299,JEFFERSON ST,45584.0
300,ROCKAWAY PARK B,4137.0
301,88 ST,17619.0
302,GUN HILL RD,79442.0
303,BURKE AV,21088.0
304,BRIGHTON BEACH,79327.0
305,PARSONS BLVD,40446.0
306,MORGAN AV,44906.0
307,WHITEHALL S-FRY,104265.0
308,W 4 ST-WASH SQ,117663705.0
309,DYCKMAN ST,88016.0
310,SPRING ST,130071.0
311,MYRTLE-WILLOUGH,36354.0
312,9TH STREET,27192.0
313,18 AV,73730.0
314,TOMPKINSVILLE,4648.0
315,CHAMBERS ST,375023.0
316,51 ST,87139.0
317,UTICA AV,98134.0
318,EASTCHSTER/DYRE,27799.0
319,JOURNAL SQUARE,115541.0
320,53 ST,42164.0
321,103 ST-CORONA,121506.0
322,75 AV,19735.0
323,174-175 STS,32874.0
324,CLINTON-WASH AV,2219738.0
325,NEWARK BM BW,71675.0
326,KEW GARDENS,153448.0
327,CROWN HTS-UTICA,162128.0
328,INTERVALE AV,21071.0
329,ASTORIA DITMARS,103705.0
330,36 ST,299342316.0
331,MARBLE HILL-225,33823.0
332,BEACH 44 ST,4105.0
333,168 ST,145175.0
334,NORWOOD AV,21965.0
335,NEW LOTS AV,40290.0
336,BEVERLY RD,300813656.0
337,SIMPSON ST,59161.0
338,4AV-9 ST,54605.0
339,HALSEY ST,100312.0
340,96 ST,458499.0
341,NEWARK HW BMEBE,17544.0
342,NASSAU ST,51098.0
343,NEWKIRK AV,46547.0
344,191 ST,49695.0
345,AVENUE M,37533.0
346,HOWARD BCH JFK,29796.0
347,GRD CNTRL-42 ST,782208.0
348,BAY PKWY,128368.0
349,225 ST,27525.0
350,174 ST,28913.0
351,86 ST,635349.0
352,UNION ST,35575.0
353,4 AV-9 ST,21649.0
354,233 ST,33324.0
355,EXCHANGE PLACE,61344.0
356,LACKAWANNA,41478.0
357,KINGSBRIDGE RD,108585.0
358,155 ST,41140.0
359,CYPRESS HILLS,9041.0
360,INWOOD-207 ST,59901.0
361,MT EDEN AV,33830.0
362,DITMAS AV,16819.0
363,CITY / BUS,90596.0
364,8 ST-NYU,85070.0
365,116 ST,224854.0
366,50 ST,-2859162.0
367,181 ST,141391.0
368,AVENUE N,17824.0
369,HUNTERS PT AV,38070.0
370,23 ST,603468.0
