,0,1
0,"('TIMES SQ-42 ST', 'ACENQRS1237')",63234.0
1,"('BOROUGH HALL', '2345R')",196755.0
2,"('23 ST', '1')",83277.0
3,"('AVENUE U', 'BQ')",46237.0
4,"('METROPOLITAN AV', 'GL')",52887.0
5,"('96 ST', '6')",160048.0
6,"('CHAMBERS ST', '123')",133180.0
7,"('59 ST', '456NQR')",258305.0
8,"('7 AV', 'BDE')",91050.0
9,"('82 ST-JACKSON H', '7')",82405.0
10,"('2 AV', 'F')",86729.0
11,"('CYPRESS AV', '6')",23287.0
12,"('CLINTON-WASH AV', 'C')",26087.0
13,"('BROAD CHANNEL', 'AS')",1804.0
14,"('5 AV/53 ST', 'EM')",136937.0
15,"('CATHEDRAL PKWY', '1')",79488.0
16,"('116 ST-COLUMBIA', '1')",96564.0
17,"('36 ST', 'MR')",26307.0
18,"('RIT-MANHATTAN', 'R')",27883.0
19,"('PATH WTC', '1')",205301.0
20,"('TIMES SQ-42 ST', '1237ACENQRS')",376996.0
21,"('NEPTUNE AV', 'F')",8892.0
22,"('BEDFORD-NOSTRAN', 'G')",50315.0
23,"('YORK ST', 'F')",63541.0
24,"('VERNON-JACKSON', '7')",76259.0
25,"('111 ST', '7')",68536.0
26,"('14 ST', 'FLM123')",96495.0
27,"('CITY / BUS', '1')",84878.0
28,"('JACKSON AV', '25')",31290.0
29,"('50 ST', 'D')",18974.0
30,"('SIMPSON ST', '25')",55662.0
31,"('36 AV', 'NQ')",42957.0
32,"('34 ST-PENN STA', '123ACE')",303658.0
33,"('BOWLING GREEN', '45')",161626.0
34,"('BOROUGH HALL', 'R2345')",13400.0
35,"('BROADWAY', 'G')",27226.0
36,"('BUHRE AV', '6')",20649.0
37,"('52 ST', '7')",32500.0
38,"('SUTTER AV', 'L')",23424.0
39,"('ELMHURST AV', 'MR')",83977.0
40,"('JUNIUS ST', '3')",18336.0
41,"('HARLEM 148 ST', '3')",24354.0
42,"('BRIARWOOD', 'EF')",30080.0
43,"('CORTLANDT ST', 'R')",62621.0
44,"('20 AV', 'D')",31965.0
45,"('5 AVE', '7BDFM')",59108.0
46,"('E 149 ST', '6')",29535.0
47,"('OCEAN PKWY', 'Q')",19680.0
48,"('AVENUE I', 'F')",11498.0
49,"('BOTANIC GARDEN', 'S2345')",11626.0
50,"('AQUEDUCT RACETR', 'A')",9964.0
51,"('77 ST', '6')",202745.0
52,"('168 ST', '1AC')",78258.0
53,"('JOURNAL SQUARE', '1')",115842.0
54,"('125 ST', '456')",117755.0
55,"('NEW LOTS', 'L')",26974.0
56,"('SHEPHERD AV', 'C')",20241.0
57,"('WEST FARMS SQ', '25')",45175.0
58,"('90 ST-ELMHURST', '7')",97481.0
59,"('61 ST WOODSIDE', '7')",84071.0
60,"('FOREST HILLS 71', 'EFMR')",166281.0
61,"('BEACH 67 ST', 'A')",14396.0
62,"('4 AV-9 ST', 'DFGMNR')",21470.0
63,"('ROCKAWAY AV', '3')",41321.0
64,"('149/GRAND CONC', '245')",83083.0
65,"('145 ST', '3')",22542.0
66,"('103 ST-CORONA', '7')",117432.0
67,"('DITMAS AV', 'F')",14708.0
68,"('WHITLOCK AV', '6')",10828.0
69,"('HUNTS POINT AV', '6')",64329.0
70,"('231 ST', '1')",54986.0
71,"('WILSON AV', 'L')",0.0
72,"('207 ST', '1')",39092.0
73,"('SOUTH FERRY', '1R')",62678.0
74,"('ROCKAWAY BLVD', 'A')",44315.0
75,"('CENTRAL AV', 'M')",22694.0
76,"('59 ST COLUMBUS', 'ABCD1')",308041.0
77,"('CHURCH AV', 'BQ')",104416.0
78,"('46 ST BLISS ST', '7')",66477.0
79,"('CROWN HTS-UTICA', '34')",162491.0
80,"('FLATBUSH AV-B.C', '25')",104992.0
81,"('96 ST', '123')",235672.0
82,"('6 AV', 'FLM123')",2984.0
83,"('KINGSBRIDGE RD', 'BD')",48572.0
84,"('1 AV', 'L')",125360.0
85,"('21 ST', 'G')",10435.0
86,"('104 ST', 'A')",8423.0
87,"('CITY HALL', 'R')",37977.0
88,"('BEACH 44 ST', 'A')",3996.0
89,"('AVENUE X', 'F')",12929.0
90,"('3 AV-149 ST', '25')",135707.0
91,"('GUN HILL RD', '25')",46165.0
92,"('FT HAMILTON PKY', 'FG')",37882.0
93,"('SPRING ST', '6')",60123.0
94,"('NEWARK C', '1')",21967.0
95,"('BURKE AV', '25')",20740.0
96,"('GREENPOINT AV', 'G')",51676.0
97,"('PROSPECT AV', 'R')",34004.0
98,"('15 ST-PROSPECT', 'FG')",39097.0
99,"('NEW LOTS AV', '3')",40509.0
100,"('103 ST', 'BC')",29060.0
101,"('LONGWOOD AV', '6')",21251.0
102,"('CATHEDRAL PKWY', 'BC')",45671.0
103,"('135 ST', '23')",90129.0
104,"('77 ST', 'R')",33665.0
105,"('57 ST', 'F')",83722.0
106,"('23 ST', 'NR')",136804.0
